SMILES,ODOR
NC(CC(O)=O)C(O)=O,odorless
N[C@@H](CCC(N)=O)C(O)=O,milk
NC(CCC(O)=O)C(O)=O,"baked,bread,yeast"
NCCCCC(N)C(O)=O,odorless
CCCCCCCCCCCCCCCC(O)=O,wax
CCCCCCCCCCCCCCCCCC(O)=O,"fat,odorless"
OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,odorless
CC(O)CO,odorless
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,odorless
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,"citrus,fat,green"
NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2N1,odorless
CSCCC(N)C(O)=O,"acid,sulfur"
NC(Cc1ccc(O)c(O)c1)C(O)=O,odorless
NC(Cc1ccc(O)cc1)C(O)=O,odorless
OCCS,sulfur
CCOCC,ethereal
CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,fat
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,odorless
CC(C)CC(N)C(O)=O,odorless
NC(Cc1ccccc1)C(O)=O,odorless
NCCc1ccccc1,"ammonia,fish"
CO,alcohol
OCC(O)C(O)C(O)C(O)CO,odorless
OC(=O)c1ccccc1O,"nut,phenol"
NC(CC(N)=O)C(O)=O,odorless
NCCCCC(N)C(O)=O,odorless
NC(Cc1[nH]cnc1)C(O)=O,odorless
c1ccccc1,aromatic
CC(C)C(N)C(O)=O,odorless
NC(Cc1c[nH]c2ccccc12)C(O)=O,vanilla
CC[C@H](C)[C@H](N)C(O)=O,odorless
NC(CCCN=C(N)N)C(O)=O,bland
CCN,"ammonia,fish"
CCS,"fruit,sulfur"
CC1CO1,"ethereal,sweet"
CC(C)(C)S,sulfur
CC(/CO)=C/CCC1(C)C2CCC(C2)C1=C,wood
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,wood
C[C@@H]1CC[C@H]2C(C)(C)C3CC12CCC3(C)OC(C)=O,wood
CCOC(=O)C(C)(O)CC,"caramel,nut"
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,odorless
OC(=O)CC(O)(CC(O)=O)C(O)=O,odorless
CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,fruit
CC(C)=CCCC(C)(OC(=O)\C=C\c1ccccc1)C=C,balsam
CCC(C)(O)CCCC(C)C,citrus
CC(C)CN,"cheese,fish"
CC(O)CN,fish
C[C@H](O)C(O)=O,"acid,odorless"
C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,floral
CC1CCC(=C(\C=C\C(C)=O)C1(C)C)C,floral
CC(=O)/C=C/C1C(=C)CCCC1(C)C,"floral,wood"
CC(=O)C(\C)=C/C1=C(C)CCCC1(C)C,floral
CC1CCC(CC1)C(C)(C)OC(C)=O,wax
CC(Cc1ccc(cc1)C(C)(C)C)C=O,floral
CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C,"camphor,celery,menthol"
COC(=O)C(C)=C,"acrylic,aromatic,fruit"
CC1=C(O)C(=O)CC1,"caramel,maple,smoke,syrup,wood"
O=C1N[S](=O)(=O)c2ccccc12,odorless
Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,musk
COc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,"animal,musk"
CCOC(=O)c1ccccc1C(=O)OCC,"bland,odorless"
CCCCOC(=O)c1ccccc1C(=O)OCCCC,bland
NC1=NC(=O)c2ncn(C3OC(CO[P](O)(O)=O)C(O)C3O)c2N1,odorless
COc1ccccc1c2ccccc2,"floral,fruit,rose"
CCOc1ccc2C(=CC(=O)Oc2c1)C,"nut,walnut"
CC(C)COC(=O)c1ccccc1O,floral
Nc1ccccc1C(=O)OC\C=C\c2ccccc2,"balsam,fruit,grape"
O=C1OCc2ccccc12,tonka
OC(=O)Cc1c[nH]c2ccccc12,"odorless,sour"
CCC(=O)OC1=C(C)CCC1=O,"butter,caramel,cream"
OC(C(O)C(O)=O)C(O)=O,odorless
OCC(O)C(O)C(O)CO,odorless
OC(=O)c1occc1,odorless
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,"ambrette,intense,macrocyclic,musk,sweet"
Cc1ccc(c(O)c1)C(C)(C)C,"animal,leather,russian"
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,floral
CC(C)C1CCC(C)CC1OC(=O)c2ccccc2O,odorless
OC1OC2(c3ccc(O)cc3Oc4cc(O)ccc24)c5ccc(NC(=O)c6c(F)c(F)c(F)c(F)c6F)cc15,"fruit,menthol,sweet,valerian"
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,"fruit,mint,tea"
OC(=O)c1ccc(O)cc1O,wood
CC1CC(O)C=C(C)C2CC(CC12)=C(C)C,wood
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,floral
COc1cc(O)c(C(C)=O)c(OC)c1,"borneol,camphor"
O=C1CCCCC1C2CCCCC2,herb
OCC1OC(=O)C(O)C(O)C1O,odorless
OC(c1ccccc1)c2ccccc2,"green,rose,weedy"
COC(=O)c1ccccc1N=CC(C)Cc2ccc(cc2)C(C)C,floral
COC(=O)c1ccccc1N=CC(C)Cc2ccc(cc2)C(C)(C)C,floral
Sc1ccc2ccccc2c1,sulfur
Cc1ccc2NCCCc2c1,"ambergris,animal,civet,leather"
Cc1ccc2ncccc2c1,animal
CCCCC\C(=C/c1ccccc1)C(OC)OC,floral
O=C1CCC(CC1)C2CCCCC2,"cyclamen,floral,fresh,orris,ozone,wood"
CC(C)Cc1ccc2ccccc2n1,"animal,leather,wood"
CC(=O)CC(=O)c1ccccc1,balsam
CCOC(=O)CC(=O)c1ccccc1,"acetophenone,cherry,fruit,sweet"
CCCOC(=O)c1ccc(O)cc1,smoke
CCCCOC(=O)c1ccc(O)cc1,"bland,phenol"
O=C(OOC(=O)c1ccccc1)c2ccccc2,benzaldehyde
CC(C)=CCC/C(C)=C/COC(=O)c1ccccc1,"amber,balsam,cananga,rose,sweet"
CCCCCCCCOC(=O)c1ccccc1,"balsam,fruit"
CCCc1ccc2OCOc2c1,"sassafras,spice"
CCOc1ccc(\C=C\C)cc1O,vanilla
Cc1[nH]c2ccccc2c1,"animal,fecal,indole,skatole"
Cc1oc2ccccc2n1,tobacco
CCCCCCC1=CCCC1=O,floral
Cc1ccc(O)cc1C,dry
CC12CCC(CC1O2)C3(C)CO3,menthol
CC[C@@H](C)C[NH3+],fish
OCC(=O)CO,mint
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,phenol
CCC(=O)OC1CC(CC=C1C)C(C)=C,"fruit,mint,sweet,warm"
O[C@@H](CC(O)=O)C(O)=O,"fruit,sweet,tobacco"
CCC(CC)CO,"alcohol,must,sweet"
CCC(CC)C=O,"cocoa,ethereal,fruit,green,sweet"
CC(C)(C)c1ccc(O)c(O)c1,phenol
CC(C)(C)C1CCC(O)CC1,wood
CC(C)(C)C1CCC(=O)CC1,wood
CC(C)(C)c1ccc(O)cc1,"leather,oakmoss"
OC(=O)C1CCC(=O)N1,"ethereal,sweet"
NC(=O)c1cccnc1,odorless
OC(=O)c1ccc(O)c(O)c1,"balsam,phenol"
CC(C=O)c1ccc(C)cc1,"floral,green,herb,powdery,sweet,wood"
COC(=O)c1ccc(C)cc1,spice
COC(=O)c1ccc(O)cc1,odorless
CC1CCC(CC1)C(C)C,pine
CC(C)c1ccc(O)cc1,"medicine,spice,warm,wood"
CC(=O)c1ccc(O)cc1,floral
OC(=O)c1ccc(O)cc1,"nut,phenol"
COc1ccc(cc1)C(O)=O,"animal,cadaverous,putrid,sweet"
CSc1ccccc1,"solvent,spice,toluene,wood"
COc1cccc(C)c1,"floral,narcissus"
CC(C)(O)Cc1ccccc1,floral
C/C(C=O)=C/c1ccccc1,spice
C1COC(Cc2ccccc2)O1,green
C(c1ccccc1)c2ccccc2,green
COc1ccc(COC(=O)Cc2ccccc2)cc1,"anise,anisic,balsam"
CC(C)CCOC(=O)Cc1ccccc1,"chocolate,floral,fruit,jasmine,mango"
CCCN(CCC)CCC,"ammonia,fish"
CC(=O)OCC(COC(C)=O)OC(C)=O,fruit
CC(C)(O)CCc1ccccc1,floral
CC(=O)OC(C)(C)CCc1ccccc1,floral
CCCCC(CC)COC(C)=O,"earth,herb,humus,undergrowth"
COc1ccc(\C=C/C(=O)C(C)C)cc1,"butter,caramel,fruit"
COC(=O)CCc1ccccc1,"balsam,floral,fruit,honey,wine"
CCC(=O)OC/C=C/c1ccccc1,spice
CCCC(=O)OC/C=C/c1ccccc1,balsam
Br\C=C\c1ccccc1,green
CC(C)C(=O)Oc1ccc(C)cc1,animal
Cc1ccc(CC=O)cc1,green
CCC(=O)/C=C/c1ccc(OC)cc1,powdery
COc1ccc(\C=C\C)cc1,"anise,licorice,sweet"
O=COCCCc1ccccc1,"cinnamic,floral,honey,hyacinth,sweet"
CCc1ccc(C)nc1,"earth,nut,potato,raw,roasted"
CC(C)COC(=O)CCc1occc1,"floral,fruit,pineapple,wine,wood"
COC(=O)CC(C)=O,"citrus,fresh,fruit,green"
CCC(C)OC(C)=O,"banana,fruit,solvent"
O=C1CCCCCN1,"amine,spice"
Cc1ccc(O)c(C)c1,"smoke,weak"
CCCOC(C)OCCC,green
CCC(=O)OCCC(C)CCCC(C)=C,"floral,geranium,rose,verbena"
CCC(=O)OC\C=C(C)/CCC=C(C)C,"berry,floral,fruit,green,jam"
CCCOC(=O)CCCCC(=O)OCCC,alcohol
CCCC(=O)OC(=O)CCC,butter
C=CC=O,"almond,cherry,fruit"
CCCN,ammonia
OCC=C,"alliaceous,mustard,pungent"
O=CC=O,sour
COC=O,"fruit,plum"
NCC[S](O)(=O)=O,bland
CC(O)CC(C)(C)O,odorless
C[N+](C)(C)CC([O-])=O,bland
CC(CCO)CCCC(C)(C)O,floral
CC(O)CCO,odorless
C/C=C/C(O)=O,milk
OC(=O)CCS,"roasted,sulfur"
CC(C)CC(C)O,"alcohol,pungent"
CC(=C)OC(C)=O,fruit
CC(=O)OC(C)=O,"acid,sharp,vinegar"
Oc1cccc(O)c1,nut
CC(C)CC(O)CC(C)C,"ethereal,fermented,fresh,yeast"
CC(C)CC(C)OC(C)=O,"banana,fruit,sweet"
OC1CCCCC1,"camphor,menthol,phenol"
CC1CCCCN1,ammonia
CCCCCCC(=O)OCCC(C)C,"banana,fruit,grass,herb,unripe"
O=C1CCCCCCCCCCCCCCCO1,musk
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"fruit,oil"
CC(=O)CCC=C,ethereal
COCOC,chloroform
CCNCC,"ammonia,fish"
CCON=O,"ethereal,fruit,rum,sweet"
o1cccc1,ethereal
CCCCCCCCCCCCCC(=O)OCCCC,"fat,oil"
CCCCCCCCCC(C)C=O,amber
C/C=C/C=C/C(O)=O,bland
CCCCCS,"fat,meat,roast,sulfur,vegetable"
CCSCCO,meat
CCSSCC,alliaceous
C1CNCCN1,ammonia
OC(=O)CCCC(O)=O,odorless
CC(O)CNCC(C)O,"ammonia,dead,fish"
CC(O)COCC(C)O,alcohol
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C,floral
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO,"bland,fat,wax"
CCCCCCN,"ammonia,fish,must"
C/C=C/C=C/CO,"almond,green,herb,must,nut,sweet"
O=CCCCC=O,"fruit,medicine,pungent"
OCCNCCO,"ammonia,fish,rotten"
OCCOCC=C,mushroom
OCCOCCO,odorless
CC(=O)OCCOC(C)=O,"ester,floral,green"
CCCCCCCC/C=C/CCCCCCCC(=O)OCC,fat
COCCOCCO,must
COC(=O)CCCCCCCCC=C,"citrus,earth,fat,floral,fungal,rose,wax"
CCCCCCCCS,sulfur
CCOCCOCCO,bland
CC(=O)OCCCCCCCCCC=C,fresh
CCCCCCCCCCCCCCCC(=O)OC,"fat,oil,wax"
OCCCCCCCCCC=C,"citrus,clean,floral,fresh,ozone,wax"
CCCCCCCCCCCCS,"skunk,sulfur"
CCCCCCCC/C=C/CCCCCCCC(=O)OC,fat
CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC,bland
CC(/CO)=C/CCC1(C)C2CC3C(C2)C13C,"sandal,wood"
CC1CC(O)CC(C)(C)C1,mint
CC(=O)CO,"caramel,ethereal,pungent,sweet"
Cc1c(cc2c(c1[N+]([O-])=O)C(C)(C)CC2(C)C)[N+]([O-])=O,musk
CC1CC(OC(C)=O)C=C(C)C2CC(CC12)=C(C)C,wood
Oc1ccccc1C(=O)Oc2ccccc2,"balsam,fruit,sweet"
CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O,menthol
CCCCC(CC)COC(=O)c1ccccc1O,floral
OC(c1ccccc1)C(=O)c2ccccc2,"medicine,vanilla"
c1ccc2cnccc2c1,"anise,balsam,benzaldehyde,herb,sweet"
COc1cc(\C=C/C)ccc1OCc2ccccc2,spice
CCOc1ccc(C=O)cc1OC,"floral,sweet,vanilla"
CCC(=O)OC(C)c1ccccc1,floral
OC(C(O)C(O)=O)C(O)=O,caramel
CC(C)C1CCC(C)CC1OC(=O)c2ccccc2N,"fruit,grape,menthol"
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(C)=O,"balsam,fat,green,rose,spice,tea,wood"
CC(C)c1ccc2ncccc2c1,green
CCCCCCCC1CCCC1=O,fruit
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=C(O)C1=O)O,citrus
CCCCOC(=O)C(C)O,"cream,fermented,fruit,mushroom,wax"
CC(C)C(=O)OCCC(C)CCCC(C)=C,floral
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,"chemical,fat,fruit,oil"
CC(CCOC(=O)Cc1ccccc1)CCC=C(C)C,floral
Oc1ccc(C=O)cc1O,"almond,bitter,dry,medicine"
CCCCCCCCCCCC(=O)OCc1ccccc1,soap
CC(C)CC(=O)OC\C=C\c1ccccc1,fermented
CC(C)COC(=O)CCCCC(=O)OCC(C)C,ester
CCCCC(=O)OCCC,"animal,ethereal,fruit,metallic,pineapple"
CC(CCCC(C)=C)CCOC=O,floral
CC(C)=CCC\C(C)=C\C=C\C(C)=O,balsam
CC(C)=CCC\C(C)=C/CC[C@](C)(O)C=C,floral
C1CCOCC1,"ethereal,pungent,sweet"
CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,"bland,fat"
CCCCCCCC\C=C/CCCCCCCC(=O)OCCCC,fat
CCCCOCCCC,ethereal
C/C=C/CCCCCCCC=O,"aldehydic,citrus,floral,mandarin,wax"
CCCCCCCC\C=C/CCCCCCCCO,"animal,fat"
Cc1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,musk
OC(=O)C1CCCN1,odorless
OCC(O)C(O)CO,odorless
COc1cccc(O)c1,phenol
COc1ccc(O)cc1,phenol
CCC(C)CCC(C)(O)CC,floral
OC(=O)C(=O)Cc1ccccc1,honey
C1SSCSSS1,"earth,mushroom"
CC(N)C(O)=O,odorless
OC(=O)CCC(=O)C(O)=O,odorless
CCCCCCC/C=C/C(O)=O,"fresh,fruit,oil,sweet,wax"
CCSCC,"ethereal,sulfur"
COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,"herb,warm"
CC(C)=CCCC(C)=O,"hazelnut,nut"
CC[C@H](C)[C@@H](N)C(O)=O,odorless
CC(C)=CCC\C(C)=C\C(O)=O,"greasy,green,sweet,weedy,wood"
CCCCCCC(=O)CCCCCC,"blossom,floral"
CC/C=C/C/C=C/C/C=C/CCCCCCCC(O)=O,fat
CC12CCC(CC1)C2(C)C,borneol
CC1(C)C2CCC1(C)[C@@H](O)C2,"balsam,camphor,earth,pine"
CC1(C)C2CC[C@]1(C)C(=O)C2,camphor
CC(C)[C@H]1CC[C@]2(C)CC=C(C)CC[C@]12O,pleasant
C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C,wood
CC1(C)C2CCC1C(=C)C2,camphor
CC(=C)C1CCC2(C)CCC=C(C)C2C1,amber
CC1=CC(O)C2CC1C2(C)C,"balsam,fresh,ozone,pine"
C=C1CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]3[C@H]1CCC3=C,nut
COc1ccc2C=CC(=O)Oc2c1CC=C(C)C,"dry,herb,must"
COc1c2ccoc2cc3OC(=O)C=Cc13,odorless
Oc1c2ccoc2cc3OC(=O)C=Cc13,odorless
CC(C)C1CCC(=C(O)C1=O)C,"black currant,buchu,leaf,mint"
CC(C)[C@H]1CC[C@@H](C)CC1O,menthol
CC(C)C1CCC(C)CC1=O,menthol
CC(C)=C1CCC(=CC1=O)C,"mint,phenol,sharp"
Cc1ccnc2ccccc12,"burnt,floral,herb,oil,sweet"
COc1cc(C=O)ccc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,vanilla
COc1cc(OC)c(\C=C\C)cc1OC,odorless
CC(C)=CCC\C(C)=C/1CCC(=CC1)C,fruit
OCc1ccc2OCOc2c1,"powdery,sweet,vanilla"
O=C1OCC=C1,butter
CC1=CC[C@@H]2[C@H](C1)C2(C)C,sweet
CC1CCC(CC1)C(C)(C)O,herb
OC(=O)C\C(=C/C(O)=O)C(O)=O,"must,nut"
CC(C)C1=CC(=O)C(=CC=C1)O,"phenol,wood"
CC(C)C1CCC(C)CC(=O)O1,"brown,caramel,maple,sugar,syrup"
CC(C)C1CCC(C)C(=O)C1,"cool,green,mint,spearmint,wood"
CC(C)c1ccc(C)c(O)c1,spice
CC(C)C1CCC(=O)C=C1,"caraway,cumin,herb,spice,wood"
COc1ccc(CC=C)cc1O,"carnation,spice"
OCCc1ccc(O)cc1,"floral,fruit,sweet"
CCCCCCCCCCCCCCC1CCC(=O)O1,"fat,wax"
CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\CCC=C(C)C,"balsam,oriental"
O=C1CCCCCCCCCCCCCC1,musk
CC1=CC=CC(C)(C)CC1=O,mint
C1CCSSC1,sulfur
C1CSCSC1,"alliaceous,roasted"
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,"floral,green,herb"
CCCCC\C=C/CCC(O)=O,"fat,green"
CC(S)=O,"cooked,meat,roasted"
CC(C)=CCCC1(C)C2CCC(C2)C1=C,wood
CC1(C)C2CCC(C)(C2)C1O,"earth,wood"
CC(C)=CCCC1(C)C2CC3C(C2)C13C,wood
CC(C)CS,"cooked,mustard,sulfur,vegetable"
CCC(C)S,sulfur
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,acetic
CC1(C)C2CC=C(CO)C1C2,herb
CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)[C@@H]2CC[C@@](C)(O)C=C,balsam
CC(C)C(N)C(O)=O,odorless
CC(=O)C1C(=O)OC(=CC1=O)C,odorless
CC(C)[C@@H]1CC=C(C)[C@@H]2CC=C(C)C[C@@H]12,"green,wood"
COc1cc(CC=C)c(OC)c2OCOc12,"herb,parsley"
Cc1cccc(O)c1C,"chemical,must,phenol"
OC(C(O)C(O)=O)C(O)=O,odorless
Cc1cc(C)c(O)c(C)c1,phenol
Oc1ccc(CC=C)cc1c2cc(CC=C)ccc2O,bitter
CC(=C)[C@@H]1CCC(=CC1=O)C,"fruit,herb,sweet"
CC1CCCCC1O,"coconut,oil"
CC1CCCCC1=O,"mint,peppermint"
CC(C)COC(=O)C(C)O,"butter,caramel,fruit"
CCCCCC(=O)C(C)=O,"broccoli,butter,cooked,dill"
OC(=O)C\C(=C/C(O)=O)C(O)=O,bland
C[C](C)=[C]1CC[C](C)(O)CC1,"lilac,pine,terpineol"
CCCCOCc1ccccc1,"floral,rose"
Cc1ccc(CO)cc1,floral
CC(C)COC(=O)CC(C)C,fruit
C\C=C/C(=O)OCC(C)C,fruit
CC1CCC(=O)CC1,"animal,must"
CC1CCCC(O)C1,"dry,fruit,fusel,must,rum,solvent"
CC1CCC=CC1,citrus
CC1CCCC=C1,citrus
CC1=CCCCC1,"citrus,lime"
CCCCOC(=O)CC(C)=O,"brandy,fermented,fruit,sweet"
CC(C)CN=C=S,green
CC(=O)OCC=C,fruit
CC(C)C(C)O,fruit
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,odorless
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,odorless
CC(C)OC(=O)c1ccccc1O,"clover,orchid,vine"
CCCOC(=O)c1ccccc1O,"clover,floral,fruit,plum,vine"
CCOC(=O)C(CC)C(C)=O,fruit
COc1ccccc1C=C,green
COc1ccccc1CO,anisic
OC(Cc1ccccc1)c2ccccc2,"floral,orris"
O=C(OCC(COC(=O)c1ccccc1)OC(=O)c2ccccc2)c3ccccc3,herb
O=C(\C=C\c1ccccc1)c2ccccc2,"balsam,floral,herb"
CCCOC(=O)c1occc1,"earth,herb,sweet"
CCCOC(=O)C(C)O,"milk,wine,yogurt"
CCC(S)CC,"durian,gas,savory,sulfur"
Cc1ccccc1OC(=O)c2ccccc2O,"eucalyptus,herb"
CC(C)OC(=O)C(C)C,"citrus,fruit,pear,pineapple,sweet"
CCOC(=O)C(Cc1ccccc1)C(C)=O,"balsam,floral,fruit,jasmine,spice"
OC(=O)\C=C\c1ccccc1,balsam
CCCc1ccccn1,"fat,green,nut,roasted,tobacco"
CCOc1ccc(C)cc1,"cananga,floral"
CCOc1ccc(O)cc1,animal
S=C=NCc1ccccc1,watercress
OCc1ccc(O)cc1,"almond,bitter,coconut,fruit,sweet"
CC(=O)\C=C\c1occc1,"balsam,cinnamic,spice,sweet,vanilla,warm"
COC(=O)/C=C/c1occc1,"cherry,cinnamic,clove,fruit"
CCCOC(=O)\C=C/c1occc1,"caramel,fruit,spice,sweet"
COC(=O)\C=C\C,"fruit,green,sharp"
CC(COC(C)=O)OC(C)=O,"acetic,fruit"
CCCCCC(=O)CCCC(O)=O,"cream,peach"
CCCCCCCOC(=O)CCCCCC,"grass,green"
CC(O)CC=C,fruit
CC(C)OC=O,ethereal
CC(C)SC(C)C,"garlic,sulfur,vegetable"
Cc1oc(C)cc1,meat
CCOC(=O)CC(O)C(=O)OCC,"apple,fruit,skin,wine"
CCCC(C)OC(C)=O,"herb,tropical"
CC\C=C/C(O)=O,"fat,pungent"
COC(=O)CCCCC(=O)OC,nut
CC(C)CCN=C=S,green
CCCCSC,"garlic,onion,sulfur,vegetable"
CC(C)CCCC(O)=O,"cheese,fat,fruit,oil"
CCCCCN=C=S,green
CCCCSSCCCC,sulfur
CCCCCCCCCCCCCC#N,fresh
C1CNc2ccccc2C1,"animal,civet,honey,phenol"
CCC(=O)OCC1CCCO1,nut
Cc1sc(C)cc1,"nut,sulfur"
CC1NC(C)SC(C)S1,"beef,meat,roasted"
CCCCCCCCCCCCC(O)=O,"wax,wood"
CCCCCCCCCCCCCCOC(C)=O,"fat,wax"
O=C(c1ccccc1)c2ccc3ccccc3c2,"floral,naphthyl,orange blossom"
CCCc1ccccc1O,"medicine,phenol,smoke"
CC(C)c1ccccn1,"cortex,green,vegetable"
CC(C)c1ccc(cc1)C(C)=O,"herb,orris,spice,wood"
CSCCC(O)=O,"sulfur,sweet"
CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,fat
COc1ccc(C=O)c(O)c1,vanilla
C/C=C(C)/C=C/C=C(C)C,floral
CC(C)=CCC\C(C)=C\CCC(C)=O,floral
COC(=O)\C=C\C=C\C,"anisic,fruit,licorice,pungent"
CCOC(=O)CCCCCCCCC=C,fat
CCCCCCCC\C=C/CCCCCCCCOC(C)=O,fat
Cc1cc(C)c(C)c(O)c1,wood
Cc1ccc(C=O)c(O)c1,"almond,bitter,fruit,phenol"
CC(O)Cc1ccccc1,"floral,rose,weak"
CSSCc1ccccc1,"cabbage,green,metallic,sulfur,vegetable"
CC(=O)CCc1occc1,"caramel,spice"
O=C1CCC2=C(CCCC2)O1,"coconut,tonka"
CCC(O)Cc1ccccc1,hyacinth
CCCC(O)Cc1ccccc1,"earth,green,sweet"
CC1(C)COC2(CCCCC2)OC1,herb
CC(C)=CCC\C(C)=C/CCC=O,"aldehydic,citrus,floral,marine,ozone"
CC(=C)CCO,"fruit,sweet"
CC/C=C/C=O,"apple,green,orange,pungent,tomato"
C=C\C=C/C=O,fruit
CCCCCCCCCCOC=C,fresh
O=C1CCCCC1=O,nut
CSCc1ccccc1,"beef,burnt,chicken,lamb,pork,roasted"
CC\C(C=O)=C/c1occc1,"cinnamic,leather,spice"
CC(=O)C1=C(O)OC(=CC1=O)C,odorless
CCOC(OCC)c1ccccc1,"almond,bitter,green"
CC(=O)c1ccc2CCCCc2c1,"floral,musk,orangeflower"
CCCC\C=C/1OC(=O)C(=C1C)C,"herb,mint,spice"
CC1CCCC(=O)O1,"herb,sweet"
OC1CCC2CCCCC2C1,"clean,floral,mint,muguet,rose"
SCC=C,"alliaceous,garlic,onion,roasted,sulfur"
CCCCOC(C)OCCCC,"chloroform,floral,green,rose"
C/C(C=O)=C/c1occc1,"cinnamic,herb,spice,wood"
COc1ccc(cc1)C#N,floral
CCCCCCCCc1sccc1,"grass,green,must"
COC(CC(C)CCC=C(C)C)OC,odorless
CC(C)CCCC(C)=O,camphor
C\C=C/CCCO,green
C/C=C/CCCO,"green,herb,metallic,must,tomato"
Cn1cccc1C(C)=O,earth
C[C@@H]1C[C@H](O)CC(C)(C)C1,mint
CCc1ccc(cc1)C(C)=O,"floral,hawthorn"
CC(=O)c1cccc2ccccc12,floral
COC1(CCCCCCCCCCC1)OC,"ambergris,cedar,patchouli,wood"
CCCCCCCC(=O)N(CC)CC,spice
CCCCCCCCCCCCCCC(O)=O,wax
O=C1CCCS1,"burnt,garlic"
O=Cc1[nH]ccc1,"beef,coffee,must"
COC1CCc2ccccc12,floral
CCCCC(=O)c1ccccc1,"balsam,valerian"
CC(C)(Cc1ccccc1)C=O,"fresh,marine,ocean"
CC1(CCC(=O)O1)C=C,"floral,fruit,mint"
CSc1ccccc1O,"egg,garlic,meat,onion,sulfur"
COc1cc(\C=C\C(C)=O)ccc1O,"balsam,cream,powdery,sweet,vanilla"
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)C=C,"balsam,floral,rose"
OCC(=O)C(O)=O,"cabbage,radish,sour"
CCCCCCOC(=O)CCCC,"brandy,fruit,green,oil"
C[C@@H](CCO)CCC=C(C)C,"citronella,floral,leaf,oil,petal,rose"
CC(=O)OC(C)(C)CCCC(=C)C=C,citrus
COC(=O)CCCC(=O)OC,"ester,floral"
CC(C)C12CC1C(C)C(=O)C2,"cedarleaf,thujone"
CCCCOc1ccccc1,"anise,licorice"
CC(C)C(=O)OC1CCCCC1,fruit
O=COCCCC1CCCCC1,"cinnamic,green,metallic"
CCCCCCc1ccccn1,"fat,green,mutton"
CC1(C)CCC=C2C(C)(C)C3CCC12C3,wood
CC(C)CC(=O)OC(C)(C)C1CCC(=CC1)C,"balsam,incense,olibanum,orange,pine,sweet"
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC=C2,"animal,musk,natural"
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,odorless
C[N+](C)(C)[O-],odorless
CC(=O)OCC=C(C)C,"floral,fruit,lavandin"
CC1COC(C)(C)O1,"earth,green,potato,raw,vegetable"
